Course Type Name,Start Date,Enrolled,Student Price,Location,year,month,course,combined_course
AIARE 1,2023-01-31,0,500.0,"Snoqualmie Pass, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-31,5,800.0,"Wasatch/Uintas, Utah, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-31,6,550.0,"Mt Hood, Oregon, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-31,3,495.0,"Snoqualmie Pass, Washington, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-30,2,295.0,"Donner Summit, California, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-30,2,699.0,"Rocky Mountain National Park, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-30,0,550.0,"Online & Mount Baker Backcountry, Washington, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-30,12,157.5,"Berthoud Pass, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-30,23,495.0,"Snoqualmie Pas, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-30,10,600.0,"Mt Bachelor, Oregon, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-30,0,240.0,"Stevens Pass, Washington, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-30,11,450.0,"Bear River Mountains, Utah, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-30,10,215.0,"Mt Washington Valley, New Hampshire, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-30,0,999.0,"Red Mountain Pass, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-30,0,645.0,"Vail/Fremont Pass Areas, Colorado, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-30,9,175.0,"Snowbird, Utah, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-30,6,250.0,"Crested Butte, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-30,5,200.0,"Three Sisters, Oregon, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-30,6,120.0,"Tahoe, California, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-29,12,279.0,"Rocky Mountain National Park, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-29,5,215.0,"Smuggler Notch, Vermont, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-29,3,585.0,"Bishop/Mammoth Lakes, California, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-29,10,210.0,"Bogus Basin, Idaho, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-29,6,379.0,"Cameron Pass, 7 Utes Yurt, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-29,3,300.0,"Washington Pass, Washington, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-29,8,550.0,"Rich Ranch, Montana, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,17,675.0,"Olympic Valley, California, United States",2023,1,AIARE 1,aiare 1
AIARE 2,2023-01-28,13,595.0,"Grand Teton National Park, Wyoming, United States",2023,1,AIARE 2,aiare 2
AIARE 1,2023-01-28,18,595.0,"Donner Summit, California, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,13,525.0,"Donner Summit, California, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-28,4,185.0,"Sawatch Range, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1 + Avalanche Rescue,2023-01-28,2,1149.0,"Rocky Mountain National Park, Colorado, United States",2023,1,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-01-28,12,749.0,"Frisco, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,7,695.0,"Breckenridge/Vail Pass, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,17,595.0,"Mammoth Lakes, California, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,12,550.0,"Stevens Pass, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 2,2023-01-28,4,550.0,"Mount Baker National Forest, Washington, United States",2023,1,AIARE 2,aiare 2
AIARE 1,2023-01-28,4,525.0,"White Mountains / Mount Washington, New Hampshire, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,17,620.0,"Rocky Mountain National Park, Colorado, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-28,0,225.0,"Hurricane Ridge, Washington, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-28,12,475.0,"Salt Creek Summit, Oregon, United States",2023,1,AIARE 1,aiare 1
AIARE 2,2023-01-28,3,700.0,"Aspen, Colorado, United States",2023,1,AIARE 2,aiare 2
Avalanche Rescue,2023-01-28,4,195.0,"Big Holes, ID, Idaho, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-28,8,200.0,"Summit County, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-28,7,225.0,"Crested Butte, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-28,12,450.0,"Selkirk Powder, Idaho, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,5,525.0,"Mt. Washington, New Hampshire, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,8,550.0,"Snoqualmie Pass, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 2,2023-01-28,4,550.0,"Mt Hood, Oregon, United States",2023,1,AIARE 2,aiare 2
AIARE 1,2023-01-28,0,595.0,"Donner Summit, California, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,12,595.0,"Rocky Mountain National Park, Colorado, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-28,5,180.0,"Stanley, Idaho, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-28,23,595.0,"Bluebird Backcountry, Colorado, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-28,3,200.0,"Prival Big Cottonwood Canyon, Utah, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-28,11,550.0,"Mt Hood, Oregon, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,6,999.0,"Cameron Pass, 7 Utes Yurt, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,12,899.0,"Bluebird Backcountry, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-28,23,595.0,"Rocky Mountain National Park, Colorado, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-27,5,245.0,"Olympic Valley, California, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-27,3,225.0,"Grand Teton National Park, Wyoming, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1 + Avalanche Rescue,2023-01-27,3,795.0,"Donner Summit, California, United States",2023,1,AIARE 1 + Avalanche Rescue,aiare 1
Avalanche Rescue,2023-01-27,0,295.0,"Donner Summit, California, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-27,24,729.0,"Rocky Mountain National Park, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-01-27,4,750.0,"Snoqualmie Pass, Washington, United States",2023,1,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-01-27,9,550.0,"Crested Butte, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-27,5,650.0,"Taos - Sangre de Cristo Range, New Mexico, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-27,12,645.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-27,8,482.0,"Rocky Mountain National Park, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 2,2023-01-27,4,600.0,"Salt Lake City - Cottonwoods, Utah, United States",2023,1,AIARE 2,aiare 2
AIARE 1,2023-01-27,12,250.0,"Monarch Pass, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-27,12,525.0,"Mount Washington Valley, New Hampshire, United States",2023,1,AIARE 1,aiare 1
AIARE 2,2023-01-27,12,550.0,"Snoqualmie Pass, Washington, United States",2023,1,AIARE 2,aiare 2
AIARE 1,2023-01-27,9,495.0,"Mount Washington, New Hampshire, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-27,10,240.0,"Mt Baker, Washington, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-27,18,595.0,"Summit County, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-27,18,550.0,"Mt Washington, New Hampshire, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-27,11,150.0,"Ogden, UT, Utah, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-27,0,295.0,"South Lake Tahoe, California, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-27,6,200.0,"Mt. Washington, New Hampshire, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-27,10,379.0,"Stevens Pass Ski area, Mountain Education Yurt, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-27,12,525.0,"Payette Powder Guides, Lick Creek Summit, Idaho, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-27,10,699.0,"Red Mountain Pass, Colorado, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-27,7,145.0,"Bear River Mountains, Utah, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-27,12,150.0,"Leadville, Colorado, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-27,5,245.0,"Hoosier Pass, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
Avalanche Rescue,2023-01-27,6,250.0,"Wheeler Peak Wilderness, New Mexico, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-27,11,580.0,"Silverton, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-01-27,11,95.0,"Aspen, Colorado, United States",2023,1,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-01-27,0,120.0,"Tahoe, California, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-26,0,279.0,"Rocky Mountain National Park, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-26,10,495.0,"Snoqualmie Pass, Washington, United States",2023,1,AIARE 1,aiare 1
Avalanche Rescue,2023-01-26,0,235.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,1,Avalanche Rescue,avalanche rescue
AIARE 1,2023-01-26,12,550.0,"Stevens Pass, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-01-26,0,880.0,"Vail Pass, Fremont Pass, and surrounding areas, Colorado, United States",2023,1,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-01-26,12,550.0,"Stevens Pass, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-26,11,550.0,"Snoqualmie Pass, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 1 + Avalanche Rescue,2023-01-26,11,795.0,"Mount Shasta, California, United States",2023,1,AIARE 1 + Avalanche Rescue,aiare 1
AIARE 1,2023-01-26,9,545.0,"Bogus Basin, Idaho, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-26,3,615.0,"Aspen, Colorado, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-26,10,550.0,"Baker, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-25,11,499.0,"Donner Summit, California, United States",2023,1,AIARE 1,aiare 1
AIARE 2,2023-01-25,3,495.0,"Snoqualmie Pass, Washington, United States",2023,1,AIARE 2,aiare 2
AIARE 1,2023-01-25,24,550.0,"Online & Mount Baker Backcountry, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-25,12,650.0,"Snoqualmie Pass, Washington, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-25,12,600.0,"Mt Hood, Oregon, United States",2023,1,AIARE 1,aiare 1
AIARE 2,2023-01-25,4,1299.0,"Red Mountain Pass, Colorado, United States",2023,1,AIARE 2,aiare 2
AIARE 1,2023-01-25,5,517.0,"Mt Hood, Oregon, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-25,12,449.0,"Arctic Cat, Idaho, United States",2023,1,AIARE 1,aiare 1
AIARE 1,2023-01-25,2,525.0,"Crested Butte, Colorado, United States",2023,1,AIARE 1,aiare 1
